END time,END hour,Tair,PAR,Tsoil,VWC,H2O,CO2,CH4,co2_dcdt_lin_B,co2_flux_lin_B,co2_rmse_lin_B,co2_dcdt_exp_B,co2_flux_exp_B,co2_rmse_exp_B,ch4_dcdt_lin_B,ch4_flux_lin_B,ch4_rmse_lin_B,ch4_dcdt_exp_B,ch4_flux_exp_B,ch4_rmse_exp_B
06-Jul-2019 00:03:18,  1.0000e+00,  7.3177e+00,         NaN,  8.3700e+00,  1.8200e-01,  9.7823e+03,  3.9653e+02,  1.8629e+00,  1.4405e-01,  1.2302e+00,  1.3708e-01,  1.4703e-01,  1.2557e+00,  1.4126e-01, -2.1929e-06, -1.8728e-05,  3.8581e-04,  7.2963e-05,  6.2313e-04,  4.1440e-04,
06-Jul-2019 01:03:18,  2.0000e+00,  7.5999e+00,         NaN,  7.4210e+00,  1.8200e-01,  1.0030e+04,  3.9973e+02,  1.8604e+00,  1.3755e-01,  1.1733e+00,  1.1990e-01,  1.3597e-01,  1.1598e+00,  1.2849e-01, -9.0107e-06, -7.6858e-05,  4.5436e-04, -2.0477e-05, -1.7466e-04,  5.1193e-04,
06-Jul-2019 02:03:18,  3.0000e+00,  6.0188e+00,         NaN,  7.1480e+00,  1.8100e-01,  9.1838e+03,  4.0081e+02,  1.8622e+00,  1.3411e-01,  1.1513e+00,  1.1786e-01,  1.3469e-01,  1.1564e+00,  1.1574e-01, -3.8632e-06, -3.3167e-05,  4.0064e-04, -4.6924e-07, -4.0286e-06,  4.7854e-04,
06-Jul-2019 03:03:18,  4.0000e+00,  5.6351e+00,         NaN,  6.1870e+00,  1.8200e-01,  8.8694e+03,  4.0044e+02,  1.8623e+00,  1.2525e-01,  1.0771e+00,  1.2774e-01,  1.2559e-01,  1.0800e+00,  1.4007e-01, -7.3834e-06, -6.3496e-05,  3.9071e-04, -8.2552e-05, -7.0994e-04,  3.7674e-04,
06-Jul-2019 04:03:18,  5.0000e+00,  5.8952e+00,         NaN,  6.0510e+00,  1.8100e-01,  9.1865e+03,  3.9982e+02,  1.8602e+00,  1.2674e-01,  1.0886e+00,  1.2648e-01,  1.2674e-01,  1.0886e+00,  1.0966e-01, -9.5916e-06, -8.2383e-05,  4.3648e-04, -1.7085e-04, -1.4674e-03,  5.3834e-04,
06-Jul-2019 05:03:18,  6.0000e+00,  5.0796e+00,         NaN,  5.0020e+00,  1.8200e-01,  8.8819e+03,  3.9967e+02,  1.8584e+00,  1.1666e-01,  1.0053e+00,  1.3457e-01,  1.1267e-01,  9.7089e-01,  1.4173e-01, -2.7309e-06, -2.3532e-05,  4.5829e-04, -1.0226e-04, -8.8113e-04,  4.4676e-04,
06-Jul-2019 06:03:18,  7.0000e+00,  4.8903e+00,         NaN,  4.6380e+00,  1.8200e-01,  8.7630e+03,  3.9825e+02,  1.8566e+00,  9.8418e-02,  8.4874e-01,  1.5380e-01,  9.7393e-02,  8.3990e-01,  2.1398e-01, -5.9721e-06, -5.1503e-05,  4.4184e-04, -6.3846e-03, -5.5059e-02,  4.7228e-04,
06-Jul-2019 07:03:18,  8.0000e+00,  7.2950e+00,         NaN,  5.5810e+00,  1.8200e-01,  9.3456e+03,  3.9684e+02,  1.8567e+00,  1.1224e-01,  9.5909e-01,  1.6950e-01,  1.0737e-01,  9.1744e-01,  2.1787e-01, -8.2835e-06, -7.0781e-05,  4.4259e-04, -1.9272e-04, -1.6467e-03,  5.2171e-04,
06-Jul-2019 08:03:18,  9.0000e+00,  1.0660e+01,         NaN,  7.0100e+00,  1.8200e-01,  9.9287e+03,  3.9526e+02,  1.8561e+00,  1.2396e-01,  1.0460e+00,  1.0871e-01,  1.2353e-01,  1.0425e+00,  1.3939e-01, -2.5742e-06, -2.1722e-05,  3.9834e-04, -6.9930e-05, -5.9011e-04,  5.2894e-04,
06-Jul-2019 09:03:18,  1.0000e+01,  1.4854e+01,         NaN,  9.5700e+00,  1.8200e-01,  1.1351e+04,  3.9388e+02,  1.8537e+00,  1.2916e-01,  1.0725e+00,  1.2073e-01,  1.2967e-01,  1.0768e+00,  1.2721e-01, -5.3306e-06, -4.4264e-05,  4.6980e-04, -1.2313e-04, -1.0224e-03,  4.4726e-04,
06-Jul-2019 10:03:18,  1.1000e+01,  1.6510e+01,         NaN,  1.1330e+01,  1.8200e-01,  1.2166e+04,  3.9264e+02,  1.8519e+00,  1.3093e-01,  1.0801e+00,  1.4405e-01,  1.2929e-01,  1.0665e+00,  1.4135e-01, -2.4250e-06, -2.0005e-05,  3.9524e-04, -1.5340e-04, -1.2655e-03,  4.2003e-04,
06-Jul-2019 11:03:18,  1.2000e+01,  1.7256e+01,         NaN,  1.2370e+01,  1.8100e-01,  1.0837e+04,  3.9457e+02,  1.8514e+00,  1.1025e-01,  9.0838e-01,  1.8160e-01,  1.0709e-01,  8.8239e-01,  2.9647e-01, -2.3602e-05, -1.9447e-04,  5.0807e-04, -7.8731e-05, -6.4870e-04,  4.5709e-04,
06-Jul-2019 12:03:18,  1.3000e+01,  1.8037e+01,         NaN,  1.3120e+01,  1.8100e-01,  1.0550e+04,  3.9280e+02,  1.8526e+00,  1.0927e-01,  8.9816e-01,  1.2675e-01,  1.0736e-01,  8.8246e-01,  1.2089e-01, -1.5925e-05, -1.3090e-04,  5.0357e-04, -1.0722e-04, -8.8135e-04,  4.5636e-04,
06-Jul-2019 13:03:18,  1.4000e+01,  1.7452e+01,         NaN,  1.4000e+01,  1.8100e-01,  9.7797e+03,  3.9354e+02,  1.8545e+00,  8.8896e-02,  7.3274e-01,  1.2443e-01,  9.1178e-02,  7.5155e-01,  1.7680e-01, -2.3801e-05, -1.9618e-04,  4.3702e-04, -7.3047e-05, -6.0210e-04,  4.0507e-04,
06-Jul-2019 14:03:18,  1.5000e+01,  1.8086e+01,         NaN,  1.4410e+01,  1.8000e-01,  9.8652e+03,  3.9356e+02,  1.8535e+00,  9.7010e-02,  7.9781e-01,  1.3666e-01,  9.3428e-02,  7.6835e-01,  1.6510e-01, -2.0667e-05, -1.6997e-04,  6.5743e-04, -2.6732e-04, -2.1984e-03,  5.7170e-04,
06-Jul-2019 15:03:18,  1.6000e+01,  1.3375e+01,         NaN,  1.3190e+01,  1.7900e-01,  9.2976e+03,  3.9275e+02,  1.8538e+00,  8.5070e-02,  7.1152e-01,  1.3481e-01,  8.3188e-02,  6.9578e-01,  1.4757e-01, -5.6073e-06, -4.6899e-05,  4.7309e-04, -8.4202e-05, -7.0427e-04,  4.0279e-04,
06-Jul-2019 16:03:18,  1.7000e+01,  1.3465e+01,         NaN,  1.1850e+01,  1.7900e-01,  9.4152e+03,  3.9172e+02,  1.8554e+00,  8.3984e-02,  7.0213e-01,  1.1712e-01,  8.0598e-02,  6.7382e-01,  1.4373e-01, -6.5622e-06, -5.4862e-05,  5.0679e-04, -2.3566e-04, -1.9702e-03,  5.9792e-04,
06-Jul-2019 17:03:18,  1.8000e+01,  1.1027e+01,         NaN,  1.0650e+01,  1.7800e-01,  8.9953e+03,  3.9159e+02,  1.8626e+00,  7.6811e-02,  6.4795e-01,  1.1590e-01,  7.7122e-02,  6.5057e-01,  1.2558e-01, -9.5331e-06, -8.0418e-05,  4.8128e-04, -4.9279e-07, -4.1570e-06,  4.9759e-04,
06-Jul-2019 18:03:18,  1.9000e+01,  8.5620e+00,         NaN,  7.6910e+00,  1.7800e-01,  8.3180e+03,  3.9342e+02,  1.8580e+00,  7.3362e-02,  6.2470e-01,  1.5407e-01,  7.2210e-02,  6.1489e-01,  1.4233e-01, -9.9054e-06, -8.4347e-05,  4.2068e-04, -1.3476e-04, -1.1475e-03,  5.1294e-04,
06-Jul-2019 19:03:18,  2.0000e+01,  9.7670e+00,         NaN,  8.0300e+00,  1.7800e-01,  8.6829e+03,  3.9313e+02,  1.8570e+00,  7.9296e-02,  6.7210e-01,  1.3566e-01,  7.6890e-02,  6.5171e-01,  1.6907e-01, -8.5731e-06, -7.2664e-05,  4.2762e-04, -2.7590e-05, -2.3385e-04,  4.2155e-04,
06-Jul-2019 20:03:18,  2.1000e+01,  9.5565e+00,         NaN,  8.9300e+00,  1.7800e-01,  8.9414e+03,  3.9360e+02,  1.8572e+00,  9.0222e-02,  7.6508e-01,  1.1969e-01,  9.2710e-02,  7.8617e-01,  1.2194e-01, -6.5282e-06, -5.5359e-05,  5.3123e-04,  3.1675e-05,  2.6860e-04,  5.4011e-04,
06-Jul-2019 21:03:18,  2.2000e+01,  8.1200e+00,         NaN,  7.7490e+00,  1.7800e-01,  8.6231e+03,  3.9460e+02,  1.8586e+00,  8.6339e-02,  7.3613e-01,  1.2568e-01,  8.4435e-02,  7.1989e-01,  1.3005e-01, -1.4473e-06, -1.2340e-05,  4.2957e-04, -2.2967e-04, -1.9582e-03,  4.2151e-04,
06-Jul-2019 22:03:18,  2.3000e+01,  7.0793e+00,         NaN,  7.0750e+00,  1.7800e-01,  8.3988e+03,  3.9562e+02,  1.8590e+00,  8.0485e-02,  6.8892e-01,  1.3971e-01,  7.7613e-02,  6.6433e-01,  1.4457e-01, -4.4251e-06, -3.7877e-05,  4.7752e-04, -3.1563e-04, -2.7017e-03,  4.9157e-04,
06-Jul-2019 23:03:18,  2.4000e+01,  6.0611e+00,         NaN,  6.0950e+00,  1.7800e-01,  8.3258e+03,  3.9745e+02,  1.8594e+00,  8.3812e-02,  7.2007e-01,  1.2796e-01,  8.4860e-02,  7.2907e-01,  1.4453e-01, -3.8954e-06, -3.3467e-05,  4.2725e-04, -1.5328e-05, -1.3169e-04,  4.6731e-04,
07-Jul-2019 00:03:18,  1.0000e+00,  5.4739e+00,         NaN,  5.4970e+00,  1.7800e-01,  8.2466e+03,  3.9842e+02,  1.8588e+00,  9.0203e-02,  7.7667e-01,  1.3404e-01,  9.3022e-02,  8.0094e-01,  1.1585e-01, -5.1801e-06, -4.4602e-05,  4.0538e-04, -1.6893e-05, -1.4545e-04,  4.4687e-04,
07-Jul-2019 01:03:18,  2.0000e+00,  4.7649e+00,         NaN,  4.9630e+00,  1.7800e-01,  8.0185e+03,  3.9893e+02,  1.8590e+00,  7.8278e-02,  6.7587e-01,  1.2745e-01,  7.6047e-02,  6.5660e-01,  1.3247e-01, -2.1572e-06, -1.8626e-05,  5.4440e-04,  5.8261e-06,  5.0304e-05,  4.9213e-04,
07-Jul-2019 02:03:18,  3.0000e+00,  4.2953e+00,         NaN,  4.3720e+00,  1.7800e-01,  7.8873e+03,  3.9977e+02,  1.8592e+00,  7.1561e-02,  6.1900e-01,  1.2487e-01,  7.1013e-02,  6.1426e-01,  1.2838e-01, -3.6380e-07, -3.1468e-06,  4.7364e-04,  3.0533e-05,  2.6411e-04,  4.8171e-04,
07-Jul-2019 03:03:18,  4.0000e+00,  3.7609e+00,         NaN,  4.0050e+00,  1.7800e-01,  7.6820e+03,  4.0023e+02,  1.8597e+00,  8.1096e-02,  7.0298e-01,  1.2313e-01,  8.3802e-02,  7.2643e-01,  1.2428e-01, -2.6761e-06, -2.3198e-05,  3.9072e-04, -1.7782e-04, -1.5414e-03,  4.3907e-04,
07-Jul-2019 04:03:18,  5.0000e+00,  3.1230e+00,         NaN,  3.5680e+00,  1.7800e-01,  7.4751e+03,  3.9953e+02,  1.8619e+00,  7.6495e-02,  6.6476e-01,  1.3098e-01,  7.6760e-02,  6.6707e-01,  1.3898e-01, -3.6910e-06, -3.2076e-05,  3.7106e-04,  3.5128e-05,  3.0527e-04,  3.8907e-04,
07-Jul-2019 05:03:18,  6.0000e+00,  3.2747e+00,         NaN,  3.2880e+00,  1.7800e-01,  7.1778e+03,  3.9746e+02,  1.8654e+00,  6.8129e-02,  5.9191e-01,  1.3832e-01,  6.7523e-02,  5.8665e-01,  1.9921e-01, -4.4129e-06, -3.8339e-05,  4.6502e-04, -7.2930e-07, -6.3363e-06,  4.7885e-04,
07-Jul-2019 06:03:18,  7.0000e+00,  3.9086e+00,         NaN,  3.2630e+00,  1.7800e-01,  7.7005e+03,  3.9595e+02,  1.8639e+00,  7.3250e-02,  6.3462e-01,  1.0930e-01,  7.3274e-02,  6.3482e-01,  1.8393e-01, -5.3615e-07, -4.6450e-06,  4.4865e-04, -7.7071e-05, -6.6772e-04,  4.8290e-04,
07-Jul-2019 07:03:18,  8.0000e+00,  7.7263e+00,         NaN,  5.1780e+00,  1.7800e-01,  9.4391e+03,  3.9262e+02,  1.8605e+00,  7.7428e-02,  6.6053e-01,  1.5960e-01,  7.6926e-02,  6.5625e-01,  2.6151e-01, -1.3176e-06, -1.1241e-05,  4.1747e-04, -1.8061e-04, -1.5408e-03,  4.2546e-04,
07-Jul-2019 08:03:18,  9.0000e+00,  1.0384e+01,         NaN,  7.9650e+00,  1.7800e-01,  9.0272e+03,  3.9198e+02,  1.8594e+00,  7.3774e-02,  6.2372e-01,  1.7527e-01,  7.4672e-02,  6.3131e-01,  3.4877e-01, -6.4442e-06, -5.4483e-05,  4.3977e-04, -1.1325e-05, -9.5745e-05,  4.5023e-04,
07-Jul-2019 09:03:18,  1.0000e+01,  1.3121e+01,         NaN,  7.7690e+00,  1.7800e-01,  9.4953e+03,  3.9144e+02,  1.8593e+00,  9.3623e-02,  7.8359e-01,  1.4954e-01,  9.1636e-02,  7.6697e-01,  1.9640e-01, -2.2950e-05, -1.9208e-04,  4.7899e-04, -6.2741e-05, -5.2512e-04,  4.9986e-04,
07-Jul-2019 10:03:18,  1.1000e+01,  1.5314e+01,         NaN,  1.0070e+01,  1.7800e-01,  9.9178e+03,  3.9102e+02,  1.8594e+00,  1.0920e-01,  9.0660e-01,  1.2534e-01,  1.0713e-01,  8.8941e-01,  1.5935e-01, -3.1269e-05, -2.5961e-04,  6.8909e-04, -1.2323e-04, -1.0231e-03,  5.5465e-04,
07-Jul-2019 11:03:18,  1.2000e+01,  1.7156e+01,         NaN,  1.1190e+01,  1.7700e-01,  1.0014e+04,  3.9027e+02,  1.8601e+00,  1.0453e-01,  8.6230e-01,  1.3389e-01,  1.0470e-01,  8.6369e-01,  2.2297e-01, -1.7737e-05, -1.4631e-04,  4.7697e-04, -6.9464e-05, -5.7301e-04,  4.2815e-04,
07-Jul-2019 12:03:18,  1.3000e+01,  1.8296e+01,         NaN,  1.2200e+01,  1.7700e-01,  1.0481e+04,  3.8924e+02,  1.8597e+00,  1.1736e-01,  9.6387e-01,  1.2356e-01,  1.1628e-01,  9.5503e-01,  1.6133e-01, -1.4653e-05, -1.2035e-04,  5.6472e-04, -1.0804e-04, -8.8731e-04,  5.3130e-04,
07-Jul-2019 13:03:18,  1.4000e+01,  1.5729e+01,         NaN,  1.2320e+01,  1.7700e-01,  9.7720e+03,  3.9176e+02,  1.8590e+00,  1.2776e-01,  1.0593e+00,  1.3538e-01,  1.2699e-01,  1.0530e+00,  1.4947e-01, -2.6562e-05, -2.2025e-04,  5.8554e-04, -6.1395e-05, -5.0908e-04,  5.3857e-04,
07-Jul-2019 14:03:18,  1.5000e+01,  1.6133e+01,         NaN,  1.3640e+01,  1.7500e-01,  9.9933e+03,  3.8900e+02,  1.8600e+00,  1.1645e-01,  9.6405e-01,  1.5228e-01,  1.1458e-01,  9.4854e-01,  2.0580e-01, -2.5448e-05, -2.1067e-04,  6.0429e-04, -1.7904e-04, -1.4822e-03,  3.8915e-04,
07-Jul-2019 15:03:18,  1.6000e+01,  1.5760e+01,         NaN,  1.3320e+01,  1.7300e-01,  9.8207e+03,  3.9108e+02,  1.8602e+00,  1.2464e-01,  1.0333e+00,  1.2154e-01,  1.2372e-01,  1.0257e+00,  1.2326e-01, -2.3551e-05, -1.9525e-04,  5.6864e-04, -5.6871e-05, -4.7149e-04,  4.8865e-04,
07-Jul-2019 16:03:18,  1.7000e+01,  1.7709e+01,         NaN,  1.4170e+01,  1.7300e-01,  1.0414e+04,  3.9067e+02,  1.8609e+00,  1.3761e-01,  1.1325e+00,  1.4636e-01,  1.3438e-01,  1.1059e+00,  1.2691e-01, -1.2841e-05, -1.0568e-04,  4.8108e-04, -6.6527e-05, -5.4752e-04,  4.5725e-04,
07-Jul-2019 17:03:18,  1.8000e+01,  1.8640e+01,         NaN,  1.7280e+01,  1.7300e-01,  1.0878e+04,  3.9052e+02,  1.8619e+00,  1.2994e-01,  1.0655e+00,  1.2692e-01,  1.3006e-01,  1.0665e+00,  1.8346e-01, -1.4738e-05, -1.2085e-04,  6.4887e-04, -1.1121e-04, -9.1188e-04,  5.7833e-04,
07-Jul-2019 18:03:18,  1.9000e+01,  1.6357e+01,         NaN,  1.7790e+01,  1.7200e-01,  1.0469e+04,  3.8890e+02,  1.8607e+00,  1.1763e-01,  9.7254e-01,  1.8042e-01,  1.1373e-01,  9.4030e-01,  1.8530e-01, -1.4930e-05, -1.2344e-04,  4.5078e-04, -2.8217e-05, -2.3330e-04,  4.9343e-04,
07-Jul-2019 19:03:18,  2.0000e+01,  1.4944e+01,         NaN,  1.7710e+01,  1.7200e-01,  1.0112e+04,  3.8991e+02,  1.8573e+00,  1.0420e-01,  8.6609e-01,  1.9635e-01,  1.0598e-01,  8.8083e-01,  3.0785e-01, -2.0259e-05, -1.6839e-04,  5.5796e-04, -9.2252e-05, -7.6676e-04,  5.0794e-04,
07-Jul-2019 20:03:18,  2.1000e+01,  1.3011e+01,         NaN,  1.4720e+01,  1.7100e-01,  9.9038e+03,  3.8903e+02,  1.8573e+00,  8.5379e-02,  7.1457e-01,  1.8371e-01,  8.3416e-02,  6.9815e-01,  2.5542e-01, -2.5924e-06, -2.1697e-05,  4.8509e-04, -6.2029e-05, -5.1915e-04,  4.8212e-04,
07-Jul-2019 21:03:18,  2.2000e+01,  1.1130e+01,         NaN,  1.1420e+01,  1.7100e-01,  9.6038e+03,  3.9023e+02,  1.8573e+00,  7.5663e-02,  6.3764e-01,  1.6009e-01,  7.8628e-02,  6.6263e-01,  2.2922e-01, -1.0579e-05, -8.9156e-05,  5.4250e-04, -1.6112e-05, -1.3578e-04,  5.9401e-04,
07-Jul-2019 22:03:18,  2.3000e+01,  9.5460e+00,         NaN,  9.3800e+00,  1.7100e-01,  9.6638e+03,  3.9494e+02,  1.8556e+00,  9.0776e-02,  7.6924e-01,  1.1577e-01,  9.2284e-02,  7.8203e-01,  1.3660e-01, -1.5214e-07, -1.2893e-06,  4.0478e-04, -1.2218e-04, -1.0354e-03,  4.3025e-04,
07-Jul-2019 23:03:18,  2.4000e+01,  8.6875e+00,         NaN,  8.6000e+00,  1.7100e-01,  9.6454e+03,  3.9734e+02,  1.8555e+00,  1.1909e-01,  1.0122e+00,  1.2881e-01,  1.2542e-01,  1.0661e+00,  1.4000e-01,  8.7801e-07,  7.4632e-06,  4.7924e-04, -9.8176e-05, -8.3450e-04,  4.3193e-04,
08-Jul-2019 00:03:18,  1.0000e+00,  7.1365e+00,         NaN,  7.5060e+00,  1.7100e-01,  9.2208e+03,  4.0345e+02,  1.8581e+00,  1.4388e-01,  1.2303e+00,  1.5193e-01,  1.5122e-01,  1.2931e+00,  1.3290e-01, -8.7973e-07, -7.5224e-06,  4.6836e-04,  4.1448e-06,  3.5441e-05,  5.0941e-04,
08-Jul-2019 01:03:18,  2.0000e+00,  5.4790e+00,         NaN,  5.9610e+00,  1.7100e-01,  8.7067e+03,  4.0907e+02,  1.8635e+00,  1.4706e-01,  1.2656e+00,  1.2118e-01,  1.5387e-01,  1.3243e+00,  1.4281e-01, -6.3186e-06, -5.4378e-05,  3.8725e-04, -1.9658e-05, -1.6918e-04,  4.3492e-04,
08-Jul-2019 02:03:18,  3.0000e+00,  4.3113e+00,         NaN,  4.7720e+00,  1.7100e-01,  8.0155e+03,  4.1179e+02,  1.8666e+00,  1.5224e-01,  1.3167e+00,  1.4592e-01,  1.6462e-01,  1.4237e+00,  1.2430e-01, -4.9347e-07, -4.2677e-06,  4.0541e-04, -5.1729e-06, -4.4737e-05,  5.0526e-04,
08-Jul-2019 03:03:18,  4.0000e+00,  3.0997e+00,         NaN,  3.7930e+00,  1.7100e-01,  7.1823e+03,  4.1000e+02,  1.8637e+00,  1.4796e-01,  1.2863e+00,  1.5973e-01,  1.5282e-01,  1.3286e+00,  1.1948e-01, -3.5937e-07, -3.1242e-06,  4.1427e-04, -1.4539e-04, -1.2640e-03,  4.6383e-04,
08-Jul-2019 04:03:18,  5.0000e+00,  4.1208e+00,         NaN,  3.2170e+00,  1.7100e-01,  7.7990e+03,  4.0519e+02,  1.8612e+00,  1.3533e-01,  1.1715e+00,  1.2840e-01,  1.4461e-01,  1.2518e+00,  1.4298e-01, -1.3178e-06, -1.1407e-05,  5.7048e-04,  2.6219e-06,  2.2696e-05,  5.5529e-04,
08-Jul-2019 05:03:18,  6.0000e+00,  3.1416e+00,         NaN,  3.6220e+00,  1.7100e-01,  6.7044e+03,  3.9886e+02,  1.8595e+00,  1.2793e-01,  1.1125e+00,  1.4492e-01,  1.3971e-01,  1.2150e+00,  1.3291e-01,  1.4140e-06,  1.2297e-05,  5.0442e-04,  3.6963e-06,  3.2145e-05,  4.7548e-04,
08-Jul-2019 06:03:18,  7.0000e+00,  3.2645e+00,         NaN,  3.0080e+00,  1.7100e-01,  6.8696e+03,  3.9113e+02,  1.8592e+00,  1.2150e-01,  1.0559e+00,  1.1041e-01,  1.2680e-01,  1.1020e+00,  1.0869e-01, -6.8273e-06, -5.9337e-05,  4.5903e-04, -7.2594e-05, -6.3092e-04,  5.2182e-04,
08-Jul-2019 07:03:18,  8.0000e+00,  1.4488e+01,         NaN,  8.3200e+00,  1.7200e-01,  1.0357e+04,  3.9346e+02,  1.8593e+00,  9.9261e-02,  8.2611e-01,  1.6102e-01,  9.6641e-02,  8.0431e-01,  2.5568e-01, -5.6345e-06, -4.6894e-05,  4.7950e-04, -3.7294e-05, -3.1039e-04,  4.7026e-04,
08-Jul-2019 08:03:18,  9.0000e+00,  1.9793e+01,         NaN,  1.5210e+01,  1.7200e-01,  1.4679e+04,  3.9172e+02,  1.8580e+00,  9.9880e-02,  8.1265e-01,  1.4144e-01,  1.0115e-01,  8.2298e-01,  2.4468e-01, -1.6460e-06, -1.3393e-05,  4.1039e-04,  4.1528e-05,  3.3788e-04,  4.1245e-04,
08-Jul-2019 09:03:18,  1.0000e+01,  1.7807e+01,         NaN,  1.4190e+01,  1.7100e-01,  1.3172e+04,  3.9197e+02,  1.8575e+00,  8.8237e-02,  7.2392e-01,  1.4840e-01,  8.8358e-02,  7.2492e-01,  2.4392e-01,  4.1517e-05,  3.4062e-04,  7.2376e-04,  4.3283e-05,  3.5511e-04,  7.5890e-04,
08-Jul-2019 10:03:18,  1.1000e+01,  2.0928e+01,         NaN,  1.3850e+01,  1.7100e-01,  1.1609e+04,  3.9242e+02,  1.8563e+00,  9.9661e-02,  8.1025e-01,  1.6974e-01,  1.0030e-01,  8.1546e-01,  2.1745e-01, -2.2397e-05, -1.8209e-04,  4.9324e-04, -6.9301e-05, -5.6343e-04,  5.2937e-04,
08-Jul-2019 11:03:18,  1.2000e+01,  2.2532e+01,         NaN,  1.5550e+01,  1.7100e-01,  1.2232e+04,  3.9320e+02,  1.8564e+00,  1.1350e-01,  9.1714e-01,  1.5299e-01,  1.1362e-01,  9.1815e-01,  2.5393e-01, -2.5968e-05, -2.0985e-04,  5.1179e-04, -4.2702e-05, -3.4507e-04,  5.0489e-04,
08-Jul-2019 12:03:18,  1.3000e+01,  2.3485e+01,         NaN,  1.7040e+01,  1.7000e-01,  1.2660e+04,  3.9321e+02,  1.8575e+00,  1.2667e-01,  1.0199e+00,  1.3359e-01,  1.2803e-01,  1.0309e+00,  2.0130e-01, -1.3630e-05, -1.0974e-04,  5.4270e-04, -1.6835e-04, -1.3555e-03,  4.4770e-04,
08-Jul-2019 13:03:18,  1.4000e+01,  2.3447e+01,         NaN,  1.8070e+01,  1.7000e-01,  1.2706e+04,  3.9282e+02,  1.8559e+00,  1.2356e-01,  9.9491e-01,  1.8254e-01,  1.2302e-01,  9.9059e-01,  3.4806e-01, -1.2951e-05, -1.0429e-04,  4.0318e-04, -2.0564e-05, -1.6558e-04,  4.8488e-04,
08-Jul-2019 14:03:18,  1.5000e+01,  2.2509e+01,         NaN,  1.8040e+01,  1.7000e-01,  1.1773e+04,  3.9375e+02,  1.8510e+00,  1.2046e-01,  9.7398e-01,  1.8366e-01,  1.1954e-01,  9.6649e-01,  2.5878e-01, -1.9152e-05, -1.5485e-04,  4.8913e-04, -7.8457e-05, -6.3434e-04,  4.5281e-04,
08-Jul-2019 15:03:18,  1.6000e+01,  2.1025e+01,         NaN,  1.8200e+01,  1.6900e-01,  1.1116e+04,  3.9332e+02,  1.8514e+00,  1.0963e-01,  8.9149e-01,  1.3093e-01,  1.1244e-01,  9.1429e-01,  2.3278e-01, -1.1365e-05, -9.2418e-05,  5.6223e-04, -6.8546e-05, -5.5738e-04,  5.2766e-04,
08-Jul-2019 16:03:18,  1.7000e+01,  2.0155e+01,         NaN,  1.9010e+01,  1.6900e-01,  1.0880e+04,  3.9279e+02,  1.8511e+00,  1.0008e-01,  8.1642e-01,  1.2888e-01,  1.0119e-01,  8.2549e-01,  2.8451e-01, -1.9721e-05, -1.6088e-04,  5.5652e-04, -3.3409e-05, -2.7254e-04,  5.3113e-04,
08-Jul-2019 17:03:18,  1.8000e+01,  1.9197e+01,         NaN,  1.9200e+01,  1.6800e-01,  1.0304e+04,  3.9260e+02,  1.8511e+00,  8.9069e-02,  7.2939e-01,  2.0311e-01,  8.8547e-02,  7.2511e-01,  3.9310e-01, -1.3327e-05, -1.0913e-04,  5.1201e-04, -1.0110e-04, -8.2791e-04,  4.6347e-04,
08-Jul-2019 18:03:18,  1.9000e+01,  1.7437e+01,         NaN,  1.9420e+01,  1.6800e-01,  9.7416e+03,  3.9335e+02,  1.8511e+00,  8.3816e-02,  6.9092e-01,  1.3518e-01,  8.9314e-02,  7.3624e-01,  3.3453e-01, -2.0814e-05, -1.7158e-04,  5.8458e-04, -3.7052e-05, -3.0543e-04,  4.9866e-04,
08-Jul-2019 19:03:18,  2.0000e+01,  1.5767e+01,         NaN,  1.9180e+01,  1.6800e-01,  9.5728e+03,  3.9218e+02,  1.8516e+00,  7.5657e-02,  6.2737e-01,  1.4388e-01,  8.0298e-02,  6.6586e-01,  3.1204e-01, -9.9465e-06, -8.2481e-05,  4.8860e-04, -7.1873e-05, -5.9600e-04,  4.6204e-04,
08-Jul-2019 20:03:18,  2.1000e+01,  1.4319e+01,         NaN,  1.8270e+01,  1.6700e-01,  9.4327e+03,  3.9218e+02,  1.8532e+00,  7.8248e-02,  6.5222e-01,  1.6724e-01,  7.8512e-02,  6.5442e-01,  2.8422e-01, -1.6940e-05, -1.4120e-04,  5.4690e-04, -2.5881e-05, -2.1573e-04,  5.3216e-04,
08-Jul-2019 21:03:18,  2.2000e+01,  1.2956e+01,         NaN,  1.5790e+01,  1.6700e-01,  9.5391e+03,  3.9171e+02,  1.8566e+00,  6.1869e-02,  5.1810e-01,  1.3100e-01,  6.6942e-02,  5.6059e-01,  3.2298e-01, -1.4148e-05, -1.1848e-04,  5.2537e-04, -1.4253e-02, -1.1936e-01,  4.7834e-04,
08-Jul-2019 22:03:18,  2.3000e+01,  1.1483e+01,         NaN,  1.3050e+01,  1.6600e-01,  9.3540e+03,  3.9290e+02,  1.8554e+00,  6.4492e-02,  5.4296e-01,  1.6827e-01,  6.7114e-02,  5.6503e-01,  3.1751e-01, -6.7344e-06, -5.6697e-05,  3.9029e-04, -1.8860e-04, -1.5879e-03,  4.7338e-04,
