END time,END hour,Tair,PAR,Tsoil,VWC,H2O,CO2,CH4,co2_dcdt_lin_B,co2_flux_lin_B,co2_rmse_lin_B,co2_dcdt_exp_B,co2_flux_exp_B,co2_rmse_exp_B,ch4_dcdt_lin_B,ch4_flux_lin_B,ch4_rmse_lin_B,ch4_dcdt_exp_B,ch4_flux_exp_B,ch4_rmse_exp_B
27-Jul-2019 01:03:18,  2.0000e+00,  4.1269e+00,         NaN,  4.7760e+00,  1.1500e-01,  5.5156e+03,  4.0571e+02,  1.8658e+00,  1.3224e-01,  1.1473e+00,  1.5628e-01,  1.3395e-01,  1.1621e+00,  1.5893e-01, -4.5382e-05, -3.9373e-04,  4.8044e-04, -5.5392e-05, -4.8058e-04,  4.6911e-04,
27-Jul-2019 02:03:18,  3.0000e+00,  3.5005e+00,         NaN,  3.3810e+00,  1.1500e-01,  5.6219e+03,  4.0383e+02,  1.8675e+00,  1.0899e-01,  9.4761e-01,  1.3537e-01,  1.2065e-01,  1.0490e+00,  1.3922e-01, -3.8880e-05, -3.3805e-04,  4.6842e-04, -4.7362e-05, -4.1179e-04,  4.5652e-04,
27-Jul-2019 03:03:18,  4.0000e+00,  5.6540e-01,         NaN, -6.4000e-02,  1.1500e-01,  4.5276e+03,  4.1595e+02,  1.8648e+00,  1.9399e-01,  1.7066e+00,  2.9136e-01,  1.9128e-01,  1.6828e+00,  1.3307e-01, -4.6294e-05, -4.0727e-04,  5.0524e-04, -6.4791e-05, -5.7000e-04,  4.9458e-04,
27-Jul-2019 04:03:18,  5.0000e+00,  7.2245e-01,         NaN, -7.5200e-01,  1.1500e-01,  4.4048e+03,  4.1407e+02,  1.8670e+00,  1.7537e-01,  1.5421e+00,  1.5251e-01,  1.9243e-01,  1.6921e+00,  1.4030e-01, -4.5623e-05, -4.0119e-04,  4.2783e-04, -7.1822e-05, -6.3157e-04,  3.9492e-04,
27-Jul-2019 05:03:18,  6.0000e+00,  3.2316e+00,         NaN,  1.9120e+00,  1.1600e-01,  5.3904e+03,  4.0720e+02,  1.8636e+00,  1.6609e-01,  1.4458e+00,  1.7632e-01,  1.8041e-01,  1.5704e+00,  1.4531e-01, -5.8923e-05, -5.1293e-04,  4.2881e-04, -7.2895e-05, -6.3456e-04,  4.8806e-04,
27-Jul-2019 06:03:18,  7.0000e+00,  8.5168e+00,         NaN,  4.4280e+00,  1.1600e-01,  7.2403e+03,  3.9716e+02,  1.8624e+00,  1.3881e-01,  1.1835e+00,  1.8555e-01,  1.4288e-01,  1.2182e+00,  1.4980e-01, -4.4280e-05, -3.7752e-04,  5.3088e-04, -7.1514e-05, -6.0972e-04,  4.7318e-04,
27-Jul-2019 07:03:18,  8.0000e+00,  1.2635e+01,         NaN,  9.1300e+00,  1.1700e-01,  9.5741e+03,  3.8867e+02,  1.8641e+00,  5.8417e-02,  4.8972e-01,  1.6233e-01,  5.8983e-02,  4.9447e-01,  2.0046e-01, -1.8385e-05, -1.5412e-04,  4.9556e-04, -2.6552e-05, -2.2259e-04,  8.0348e-04,
27-Jul-2019 08:03:18,  9.0000e+00,  1.6187e+01,         NaN,  1.2070e+01,  1.1700e-01,  1.1407e+04,  3.8612e+02,  1.8568e+00,  5.2950e-02,  4.3763e-01,  1.5892e-01,  5.6706e-02,  4.6868e-01,  2.5138e-01, -2.2359e-05, -1.8480e-04,  4.6435e-04, -2.7152e-05, -2.2441e-04,  4.1839e-04,
27-Jul-2019 09:03:18,  1.0000e+01,  1.8384e+01,         NaN,  1.3950e+01,  1.1700e-01,  1.2114e+04,  3.8517e+02,  1.8548e+00,  6.2941e-02,  5.1592e-01,  1.5002e-01,  6.4951e-02,  5.3240e-01,  2.5031e-01,  2.9713e-05,  2.4356e-04,  5.3511e-04,  3.4577e-05,  2.8343e-04,  6.1555e-04,
27-Jul-2019 10:03:18,  1.1000e+01,  1.9563e+01,         NaN,  1.5480e+01,  1.1700e-01,  9.1936e+03,  3.8584e+02,  1.8592e+00,  5.6674e-02,  4.6405e-01,  1.3182e-01,  5.8869e-02,  4.8202e-01,  3.6366e-01, -2.5952e-05, -2.1250e-04,  4.4904e-04, -2.3818e-05, -1.9502e-04,  5.1552e-04,
27-Jul-2019 11:03:18,  1.2000e+01,  2.1783e+01,         NaN,  1.6590e+01,  1.1700e-01,  9.1247e+03,  3.8467e+02,  1.8586e+00,  6.8781e-02,  5.5898e-01,  1.3833e-01,  6.7878e-02,  5.5164e-01,  2.6864e-01, -2.5873e-05, -2.1027e-04,  4.2561e-04, -3.8242e-05, -3.1079e-04,  6.9250e-04,
27-Jul-2019 12:03:18,  1.3000e+01,  2.2103e+01,         NaN,  1.8160e+01,  1.1600e-01,  8.9783e+03,  3.8657e+02,  1.8578e+00,  6.5034e-02,  5.2803e-01,  1.3126e-01,  7.1587e-02,  5.8124e-01,  3.0480e-01, -3.2115e-05, -2.6076e-04,  4.1115e-04, -3.2076e-05, -2.6043e-04,  4.6830e-04,
27-Jul-2019 13:03:18,  1.4000e+01,  2.2871e+01,         NaN,  1.9340e+01,  1.1600e-01,  9.0569e+03,  3.8703e+02,  1.8552e+00,  6.7849e-02,  5.4941e-01,  1.6033e-01,  6.9524e-02,  5.6298e-01,  2.3307e-01, -4.0279e-05, -3.2616e-04,  6.0683e-04, -5.1643e-05, -4.1819e-04,  6.1564e-04,
27-Jul-2019 14:03:18,  1.5000e+01,  2.3215e+01,         NaN,  2.0100e+01,  1.1600e-01,  9.2389e+03,  3.8709e+02,  1.8547e+00,  7.4615e-02,  6.0339e-01,  1.8156e-01,  7.2109e-02,  5.8312e-01,  3.5349e-01, -4.9215e-05, -3.9798e-04,  5.5798e-04, -5.0809e-05, -4.1088e-04,  6.1655e-04,
27-Jul-2019 15:03:18,  1.6000e+01,  2.2496e+01,         NaN,  2.0940e+01,  1.1600e-01,  9.1190e+03,  3.8795e+02,  1.8547e+00,  7.7900e-02,  6.3156e-01,  1.3274e-01,  7.8966e-02,  6.4020e-01,  1.8044e-01, -2.8809e-05, -2.3356e-04,  5.0315e-04, -4.0438e-05, -3.2784e-04,  7.0996e-04,
27-Jul-2019 16:03:18,  1.7000e+01,  2.2744e+01,         NaN,  2.1460e+01,  1.1600e-01,  9.1858e+03,  3.8763e+02,  1.8549e+00,  7.7597e-02,  6.2854e-01,  9.3654e-02,  7.8139e-02,  6.3293e-01,  2.2853e-01, -5.1942e-05, -4.2073e-04,  5.8731e-04, -7.8558e-05, -6.3632e-04,  5.6076e-04,
27-Jul-2019 17:03:18,  1.8000e+01,  2.1966e+01,         NaN,  2.2780e+01,  1.1600e-01,  9.1627e+03,  3.8686e+02,  1.8555e+00,  7.7459e-02,  6.2909e-01,  1.0429e-01,  7.7928e-02,  6.3289e-01,  1.6153e-01, -4.8985e-05, -3.9784e-04,  6.0292e-04, -6.8992e-05, -5.6032e-04,  5.7335e-04,
27-Jul-2019 18:03:18,  1.9000e+01,  2.1383e+01,         NaN,  2.2920e+01,  1.1500e-01,  9.1094e+03,  3.8697e+02,  1.8555e+00,  7.6538e-02,  6.2287e-01,  1.2166e-01,  7.7390e-02,  6.2980e-01,  1.7208e-01, -4.8897e-05, -3.9793e-04,  7.4883e-04, -5.8233e-05, -4.7390e-04,  7.2061e-04,
27-Jul-2019 19:03:18,  2.0000e+01,  1.9944e+01,         NaN,  2.3220e+01,  1.1500e-01,  8.9840e+03,  3.8720e+02,  1.8557e+00,  7.1371e-02,  5.8375e-01,  1.1439e-01,  7.4735e-02,  6.1126e-01,  2.0402e-01, -3.5358e-05, -2.8920e-04,  4.7693e-04, -5.3539e-05, -4.3790e-04,  4.6907e-04,
27-Jul-2019 20:03:18,  2.1000e+01,  1.7916e+01,         NaN,  2.1200e+01,  1.1400e-01,  8.2286e+03,  3.8717e+02,  1.8568e+00,  6.2227e-02,  5.1289e-01,  1.2786e-01,  6.6135e-02,  5.4510e-01,  2.2566e-01, -3.0780e-05, -2.5370e-04,  5.4024e-04, -3.9268e-05, -3.2366e-04,  4.8862e-04,
27-Jul-2019 21:03:18,  2.2000e+01,  1.5741e+01,         NaN,  1.8530e+01,  1.1400e-01,  8.6716e+03,  3.8682e+02,  1.8580e+00,  1.1018e-01,  9.1458e-01,  1.3101e-01,  1.1184e-01,  9.2838e-01,  1.3477e-01, -4.8839e-05, -4.0539e-04,  4.8999e-04, -6.0902e-05, -5.0553e-04,  4.7357e-04,
27-Jul-2019 22:03:18,  2.3000e+01,  7.5838e+00,         NaN,  1.1200e+01,  1.1300e-01,  7.1416e+03,  4.2196e+02,  1.8405e+00,  1.5199e-01,  1.3003e+00,  2.6453e-01,  1.8794e-01,  1.6078e+00,  2.2851e-01, -7.3413e-05, -6.2805e-04,  5.9802e-04, -1.0566e-04, -9.0393e-04,  5.2930e-04,
27-Jul-2019 23:03:18,  2.4000e+01,  5.2879e+00,         NaN,  6.6170e+00,  1.1200e-01,  6.6709e+03,  4.2228e+02,  1.8408e+00,  2.1506e-01,  1.8559e+00,  5.0568e-01,  2.9985e-01,  2.5876e+00,  3.3810e-01, -7.3235e-05, -6.3199e-04,  7.6190e-04, -1.5095e-04, -1.3027e-03,  5.0132e-04,
28-Jul-2019 00:03:18,  1.0000e+00,  2.7257e+00,         NaN,  3.9310e+00,  1.1200e-01,  5.8359e+03,  4.3433e+02,  1.8478e+00,  2.1465e-01,  1.8711e+00,  4.0386e-01,  2.8496e-01,  2.4840e+00,  2.7328e-01, -7.5736e-05, -6.6021e-04,  6.6776e-04, -1.6597e-04, -1.4468e-03,  5.1552e-04,
28-Jul-2019 01:03:18,  2.0000e+00,  1.7836e+00,         NaN,  2.3750e+00,  1.1200e-01,  5.1697e+03,  4.3473e+02,  1.8479e+00,  2.9419e-01,  2.5750e+00,  1.0712e+00,  4.9541e-01,  4.3362e+00,  6.3222e-01, -8.6240e-05, -7.5485e-04,  8.2979e-04, -2.3725e-04, -2.0766e-03,  5.9562e-04,
28-Jul-2019 02:03:18,  3.0000e+00,  8.4320e-01,         NaN,  7.1100e-01,  1.1200e-01,  4.8415e+03,  4.4224e+02,  1.8447e+00,  2.8707e-01,  2.5221e+00,  9.7027e-01,  4.5405e-01,  3.9892e+00,  5.5440e-01, -9.3787e-05, -8.2400e-04,  8.4031e-04, -2.3430e-04, -2.0585e-03,  5.8638e-04,
28-Jul-2019 03:03:18,  4.0000e+00,  7.9560e-01,         NaN, -4.7100e-01,  1.1300e-01,  4.7906e+03,  4.3328e+02,  1.8499e+00,  3.0095e-01,  2.6447e+00,  1.0901e+00,  4.8870e-01,  4.2946e+00,  6.2304e-01, -8.6377e-05, -7.5907e-04,  8.7554e-04, -2.1316e-04, -1.8732e-03,  4.8832e-04,
28-Jul-2019 04:03:18,  5.0000e+00,  8.6840e-01,         NaN,  1.4600e-01,  1.1300e-01,  4.9348e+03,  4.2972e+02,  1.8505e+00,  2.7644e-01,  2.4283e+00,  9.5356e-01,  3.9352e-01,  3.4568e+00,  2.9794e-01, -8.1639e-05, -7.1713e-04,  8.1609e-04, -1.9240e-04, -1.6900e-03,  4.3621e-04,
28-Jul-2019 05:03:18,  6.0000e+00,  2.3385e+00,         NaN,  1.3700e-01,  1.1400e-01,  5.5090e+03,  4.2797e+02,  1.8531e+00,  2.3415e-01,  2.0447e+00,  3.2013e-01,  2.3365e-01,  2.0403e+00,  1.5177e-01, -6.7589e-05, -5.9021e-04,  4.6160e-04, -1.1634e-04, -1.0159e-03,  4.3192e-04,
28-Jul-2019 06:03:18,  7.0000e+00,  6.8974e+00,         NaN,  4.1860e+00,  1.1400e-01,  7.1511e+03,  4.1439e+02,  1.8695e+00,  1.4282e-01,  1.2248e+00,  1.3584e-01,  1.5014e-01,  1.2876e+00,  1.2639e-01, -4.8570e-05, -4.1654e-04,  5.0894e-04, -6.3801e-05, -5.4715e-04,  5.2610e-04,
28-Jul-2019 07:03:18,  8.0000e+00,  1.5946e+01,         NaN,  8.9400e+00,  1.1500e-01,  9.5200e+03,  3.9691e+02,  1.8643e+00,  1.5364e-01,  1.2733e+00,  2.2373e-01,  1.6082e-01,  1.3328e+00,  1.3191e-01, -4.6683e-05, -3.8689e-04,  5.2247e-04, -6.9459e-05, -5.7565e-04,  4.6840e-04,
28-Jul-2019 08:03:18,  9.0000e+00,  1.9441e+01,         NaN,  1.3030e+01,  1.1400e-01,  1.1729e+04,  3.9382e+02,  1.8673e+00,  1.2049e-01,  9.8446e-01,  1.2227e-01,  1.2357e-01,  1.0096e+00,  1.2712e-01, -4.9799e-05, -4.0688e-04,  6.3935e-04, -4.9579e-05, -4.0508e-04,  5.6761e-04,
28-Jul-2019 09:03:18,  1.0000e+01,  2.3315e+01,         NaN,  1.5770e+01,  1.1400e-01,  1.4202e+04,  3.9213e+02,  1.8708e+00,  1.1913e-01,  9.5823e-01,  1.4151e-01,  1.1982e-01,  9.6379e-01,  1.6142e-01, -4.3209e-05, -3.4756e-04,  5.2593e-04, -5.8426e-05, -4.6994e-04,  5.2173e-04,
28-Jul-2019 10:03:18,  1.1000e+01,  2.5343e+01,         NaN,  1.8030e+01,  1.1500e-01,  1.6934e+04,  3.9053e+02,  1.8864e+00,  1.2491e-01,  9.9508e-01,  1.2807e-01,  1.2523e-01,  9.9766e-01,  1.6897e-01, -5.8737e-05, -4.6794e-04,  4.9561e-04, -9.2707e-05, -7.3857e-04,  5.3438e-04,
28-Jul-2019 11:03:18,  1.2000e+01,  2.7224e+01,         NaN,  1.9280e+01,  1.1400e-01,  1.2205e+04,  3.8854e+02,  1.8749e+00,  1.1489e-01,  9.1395e-01,  1.4574e-01,  1.1947e-01,  9.5041e-01,  2.8592e-01, -4.1803e-05, -3.3254e-04,  6.0511e-04, -6.2741e-05, -4.9910e-04,  5.7548e-04,
28-Jul-2019 12:03:18,  1.3000e+01,  3.0475e+01,         NaN,  2.1050e+01,  1.1500e-01,  1.1392e+04,  3.8834e+02,  1.8645e+00,  1.2843e-01,  1.0115e+00,  1.5780e-01,  1.2886e-01,  1.0149e+00,  2.7257e-01, -6.1485e-05, -4.8427e-04,  5.4099e-04, -8.9099e-05, -7.0176e-04,  5.0463e-04,
28-Jul-2019 13:03:18,  1.4000e+01,  2.9630e+01,         NaN,  2.2110e+01,  1.1400e-01,  1.0400e+04,  3.8860e+02,  1.8558e+00,  1.2038e-01,  9.5172e-01,  1.7909e-01,  1.2272e-01,  9.7021e-01,  4.4661e-01, -5.1069e-05, -4.0376e-04,  6.6140e-04, -1.1960e-04, -9.4553e-04,  6.2139e-04,
28-Jul-2019 14:03:18,  1.5000e+01,  2.9245e+01,         NaN,  2.2420e+01,  1.1400e-01,  1.0128e+04,  3.8928e+02,  1.8574e+00,  1.1786e-01,  9.3326e-01,  2.5972e-01,  1.2246e-01,  9.6965e-01,  5.1150e-01, -5.5328e-05, -4.3810e-04,  8.2066e-04, -8.6879e-05, -6.8793e-04,  6.1130e-04,
28-Jul-2019 15:03:18,  1.6000e+01,  2.7790e+01,         NaN,  2.3490e+01,  1.1400e-01,  9.9244e+03,  3.8971e+02,  1.8576e+00,  1.2510e-01,  9.9558e-01,  2.2954e-01,  1.3048e-01,  1.0384e+00,  3.0917e-01, -5.5294e-05, -4.4004e-04,  6.5997e-04, -9.8916e-05, -7.8720e-04,  5.8556e-04,
28-Jul-2019 16:03:18,  1.7000e+01,  2.6434e+01,         NaN,  2.3850e+01,  1.1400e-01,  9.8464e+03,  3.8885e+02,  1.8595e+00,  1.1082e-01,  8.8601e-01,  2.3692e-01,  1.1550e-01,  9.2344e-01,  4.4829e-01, -6.1102e-05, -4.8850e-04,  7.3680e-04, -9.0121e-05, -7.2051e-04,  5.5770e-04,
28-Jul-2019 17:03:18,  1.8000e+01,  2.5303e+01,         NaN,  2.5060e+01,  1.1400e-01,  9.9740e+03,  3.8834e+02,  1.8591e+00,  1.1684e-01,  9.3758e-01,  2.1355e-01,  1.1683e-01,  9.3750e-01,  3.4850e-01, -4.6215e-05, -3.7084e-04,  6.8363e-04, -1.2424e-04, -9.9696e-04,  5.4429e-04,
28-Jul-2019 18:03:18,  1.9000e+01,  2.2948e+01,         NaN,  2.5450e+01,  1.1300e-01,  9.6255e+03,  3.8864e+02,  1.8603e+00,  1.0198e-01,  8.2514e-01,  1.5463e-01,  1.1142e-01,  9.0150e-01,  3.1598e-01, -6.4025e-05, -5.1802e-04,  7.6078e-04, -8.9495e-05, -7.2409e-04,  5.6920e-04,
28-Jul-2019 19:03:18,  2.0000e+01,  2.0593e+01,         NaN,  2.5060e+01,  1.1300e-01,  9.5591e+03,  3.8652e+02,  1.8600e+00,  8.9134e-02,  7.2700e-01,  1.6479e-01,  9.9140e-02,  8.0861e-01,  3.0463e-01, -4.8761e-05, -3.9771e-04,  6.7560e-04, -8.1179e-05, -6.6211e-04,  6.0462e-04,
28-Jul-2019 20:03:18,  2.1000e+01,  1.7814e+01,         NaN,  2.2140e+01,  1.1200e-01,  9.4749e+03,  3.8668e+02,  1.8658e+00,  7.2257e-02,  5.9503e-01,  1.8439e-01,  7.5367e-02,  6.2064e-01,  3.7463e-01, -3.0931e-05, -2.5471e-04,  4.6353e-04, -2.3165e-05, -1.9076e-04,  5.1134e-04,
28-Jul-2019 21:03:18,  2.2000e+01,  1.5407e+01,         NaN,  1.8700e+01,  1.1200e-01,  9.8889e+03,  3.8654e+02,  1.8670e+00,  6.8595e-02,  5.6934e-01,  1.4161e-01,  7.3774e-02,  6.1233e-01,  2.9096e-01, -2.7636e-05, -2.2938e-04,  5.9960e-04, -3.2237e-05, -2.6757e-04,  5.8541e-04,
28-Jul-2019 22:03:18,  2.3000e+01,  1.1497e+01,         NaN,  1.3110e+01,  1.1100e-01,  9.3139e+03,  3.8991e+02,  1.8642e+00,  9.8489e-02,  8.2918e-01,  1.3534e-01,  9.9629e-02,  8.3878e-01,  1.3524e-01, -4.2071e-05, -3.5420e-04,  5.2385e-04, -4.3948e-05, -3.7000e-04,  5.2989e-04,
28-Jul-2019 23:03:18,  2.4000e+01,  9.1140e+00,         NaN,  9.5400e+00,  1.1100e-01,  9.6856e+03,  3.9545e+02,  1.8619e+00,  1.1374e-01,  9.6529e-01,  1.4087e-01,  1.1757e-01,  9.9779e-01,  1.2681e-01, -3.6883e-05, -3.1302e-04,  5.5179e-04, -2.9472e-05, -2.5013e-04,  6.8032e-04,
29-Jul-2019 00:03:18,  1.0000e+00,  7.1653e+00,         NaN,  8.0200e+00,  1.1000e-01,  9.2160e+03,  4.0000e+02,  1.8706e+00,  9.8409e-02,  8.4139e-01,  1.1895e-01,  1.0391e-01,  8.8845e-01,  1.3031e-01, -3.8713e-05, -3.3099e-04,  4.7860e-04, -3.9452e-05, -3.3731e-04,  5.1398e-04,
29-Jul-2019 01:03:18,  2.0000e+00,  5.3932e+00,         NaN,  6.4610e+00,  1.1100e-01,  8.2307e+03,  4.0493e+02,  1.8705e+00,  1.2304e-01,  1.0597e+00,  1.2307e-01,  1.2230e-01,  1.0533e+00,  1.2405e-01, -4.5873e-05, -3.9509e-04,  5.0246e-04, -5.3907e-05, -4.6429e-04,  5.3236e-04,
29-Jul-2019 02:03:18,  3.0000e+00,  4.0419e+00,         NaN,  5.4010e+00,  1.1100e-01,  7.5454e+03,  4.0673e+02,  1.8679e+00,  1.4152e-01,  1.2257e+00,  1.0899e-01,  1.4919e-01,  1.2921e+00,  1.3250e-01, -4.0697e-05, -3.5247e-04,  4.8063e-04, -4.6998e-05, -4.0704e-04,  5.0076e-04,
29-Jul-2019 03:03:18,  4.0000e+00,  2.6507e+00,         NaN,  3.5790e+00,  1.1100e-01,  6.8925e+03,  4.0795e+02,  1.8758e+00,  1.7675e-01,  1.5395e+00,  1.0309e-01,  1.8470e-01,  1.6088e+00,  1.5276e-01, -4.2901e-05, -3.7368e-04,  5.1554e-04, -4.6458e-05, -4.0466e-04,  4.7788e-04,
29-Jul-2019 04:03:18,  5.0000e+00, -1.6035e-01,         NaN,  2.7130e+00,  1.1100e-01,  5.5380e+03,  4.1844e+02,  1.8774e+00,  1.6017e-01,  1.4114e+00,  1.4981e-01,  1.7117e-01,  1.5083e+00,  1.5454e-01, -4.8083e-05, -4.2371e-04,  4.8044e-04, -6.7501e-05, -5.9482e-04,  4.6980e-04,
29-Jul-2019 05:03:18,  6.0000e+00,  1.6247e+00,         NaN,  2.3680e+00,  1.1100e-01,  6.5028e+03,  4.0743e+02,  1.8683e+00,  1.6780e-01,  1.4677e+00,  1.3901e-01,  1.7865e-01,  1.5625e+00,  1.3806e-01, -4.4292e-05, -3.8739e-04,  5.5176e-04, -4.4712e-05, -3.9106e-04,  4.7267e-04,
29-Jul-2019 06:03:18,  7.0000e+00,  3.7752e+00,         NaN,  2.3430e+00,  1.1100e-01,  7.0340e+03,  4.0306e+02,  1.8651e+00,  1.4968e-01,  1.2983e+00,  1.5528e-01,  1.5230e-01,  1.3210e+00,  1.8952e-01, -5.0186e-05, -4.3530e-04,  4.4460e-04, -5.7887e-05, -5.0209e-04,  4.8222e-04,
29-Jul-2019 07:03:18,  8.0000e+00,  9.5735e+00,         NaN,  5.4060e+00,  1.1200e-01,  8.6546e+03,  3.9800e+02,  1.8666e+00,  1.5715e-01,  1.3330e+00,  1.1098e-01,  1.6001e-01,  1.3572e+00,  1.5795e-01, -4.7891e-05, -4.0620e-04,  5.0637e-04, -5.7008e-05, -4.8353e-04,  5.7614e-04,
29-Jul-2019 08:03:18,  9.0000e+00,  1.3290e+01,         NaN,  7.7180e+00,  1.1200e-01,  9.2546e+03,  3.9554e+02,  1.8631e+00,  1.6722e-01,  1.3991e+00,  1.2830e-01,  1.6905e-01,  1.4144e+00,  1.5875e-01, -3.0862e-05, -2.5822e-04,  4.7252e-04, -3.6088e-05, -3.0194e-04,  5.3646e-04,
29-Jul-2019 09:03:18,  1.0000e+01,  1.6261e+01,         NaN,  1.0570e+01,  1.1200e-01,  1.1873e+04,  3.9239e+02,  1.8576e+00,  1.6018e-01,  1.3229e+00,  1.1440e-01,  1.6109e-01,  1.3305e+00,  1.2683e-01, -2.3078e-05, -1.9060e-04,  4.7167e-04, -2.7261e-05, -2.2515e-04,  4.9232e-04,
29-Jul-2019 10:03:18,  1.1000e+01,  1.4629e+01,         NaN,  1.1260e+01,  1.1200e-01,  1.2133e+04,  3.9028e+02,  1.8911e+00,  1.1943e-01,  9.9171e-01,  1.7828e-01,  1.2193e-01,  1.0124e+00,  3.6542e-01, -3.2302e-05, -2.6822e-04,  4.1184e-04, -3.3491e-05, -2.7810e-04,  4.6026e-04,
29-Jul-2019 11:03:18,  1.2000e+01,  1.4795e+01,         NaN,  1.2300e+01,  1.1200e-01,  1.0406e+04,  3.9004e+02,  1.9058e+00,  1.3478e-01,  1.1205e+00,  1.4487e-01,  1.3524e-01,  1.1243e+00,  2.1018e-01, -2.5923e-05, -2.1551e-04,  5.5745e-04, -2.9628e-05, -2.4631e-04,  5.7100e-04,
29-Jul-2019 12:03:18,  1.3000e+01,  1.4244e+01,         NaN,  1.2270e+01,  1.1200e-01,  1.0385e+04,  3.9335e+02,  1.9232e+00,  1.9082e-01,  1.5894e+00,  1.0494e-01,  2.0001e-01,  1.6660e+00,  1.4709e-01, -2.9632e-05, -2.4682e-04,  5.4560e-04, -3.2349e-05, -2.6945e-04,  5.5118e-04,
29-Jul-2019 13:03:18,  1.4000e+01,  1.2339e+01,         NaN,  1.1410e+01,  1.1200e-01,  9.9914e+03,  3.9051e+02,  1.9041e+00,  1.3645e-01,  1.1446e+00,  1.4558e-01,  1.4014e-01,  1.1756e+00,  1.6580e-01, -2.5304e-05, -2.1226e-04,  4.9418e-04, -3.6275e-05, -3.0429e-04,  4.5670e-04,
29-Jul-2019 14:03:18,  1.5000e+01,  1.0228e+01,         NaN,  9.7200e+00,  1.1100e-01,  9.3919e+03,  3.9089e+02,  1.8873e+00,  1.0894e-01,  9.2124e-01,  1.0265e-01,  1.1914e-01,  1.0074e+00,  2.4148e-01, -2.6030e-05, -2.2011e-04,  5.5467e-04, -4.9512e-05, -4.1867e-04,  5.1503e-04,
29-Jul-2019 15:03:18,  1.6000e+01,  1.0320e+01,         NaN,  9.2900e+00,  1.1200e-01,  9.6610e+03,  3.9156e+02,  1.8952e+00,  1.3637e-01,  1.1525e+00,  1.4450e-01,  1.4540e-01,  1.2288e+00,  2.5536e-01, -5.0285e-05, -4.2496e-04,  6.5489e-04, -7.9104e-05, -6.6851e-04,  8.3976e-04,
29-Jul-2019 16:03:18,  1.7000e+01,  1.3750e+01,         NaN,  9.9500e+00,  1.1200e-01,  1.0059e+04,  3.8781e+02,  1.8851e+00,  1.1736e-01,  9.7956e-01,  1.6386e-01,  1.2053e-01,  1.0060e+00,  3.3016e-01, -2.9186e-05, -2.4360e-04,  4.8162e-04, -3.1952e-05, -2.6669e-04,  4.6096e-04,
29-Jul-2019 17:03:18,  1.8000e+01,  1.7995e+01,         NaN,  1.6160e+01,  1.1200e-01,  9.5162e+03,  3.8998e+02,  1.8613e+00,  1.2707e-01,  1.0457e+00,  1.5287e-01,  1.3412e-01,  1.1037e+00,  2.1845e-01, -5.3224e-05, -4.3800e-04,  7.2610e-04, -5.5525e-05, -4.5694e-04,  6.9105e-04,
29-Jul-2019 18:03:18,  1.9000e+01,  1.6517e+01,         NaN,  1.7760e+01,  1.1200e-01,  8.1498e+03,  3.8880e+02,  1.8585e+00,  9.9109e-02,  8.2090e-01,  1.9807e-01,  1.0088e-01,  8.3553e-01,  3.9729e-01, -3.5994e-05, -2.9813e-04,  4.7777e-04, -3.3838e-05, -2.8027e-04,  4.6283e-04,
29-Jul-2019 19:03:18,  2.0000e+01,  1.4858e+01,         NaN,  1.7800e+01,  1.1100e-01,  8.2503e+03,  3.9064e+02,  1.8491e+00,  1.0248e-01,  8.5358e-01,  1.5146e-01,  1.0690e-01,  8.9042e-01,  2.6901e-01, -4.3521e-05, -3.6251e-04,  5.3871e-04, -6.2254e-05, -5.1855e-04,  5.1715e-04,
29-Jul-2019 20:03:18,  2.1000e+01,  1.3046e+01,         NaN,  1.6060e+01,  1.1000e-01,  8.4066e+03,  3.9253e+02,  1.8479e+00,  1.1820e-01,  9.9061e-01,  1.3820e-01,  1.1885e-01,  9.9613e-01,  1.6916e-01, -4.4854e-05, -3.7592e-04,  5.1569e-04, -4.8715e-05, -4.0829e-04,  5.1810e-04,
29-Jul-2019 21:03:18,  2.2000e+01,  1.1389e+01,         NaN,  1.3840e+01,  1.1000e-01,  8.6169e+03,  3.9077e+02,  1.8487e+00,  1.0957e-01,  9.2350e-01,  2.0245e-01,  1.1198e-01,  9.4374e-01,  2.4312e-01, -4.0177e-05, -3.3862e-04,  4.2627e-04, -4.1519e-05, -3.4993e-04,  5.0188e-04,
29-Jul-2019 22:03:18,  2.3000e+01,  8.9035e+00,         NaN,  1.1000e+01,  1.1000e-01,  8.4269e+03,  3.9185e+02,  1.8536e+00,  1.0829e-01,  9.2089e-01,  1.4143e-01,  1.0842e-01,  9.2200e-01,  2.0339e-01, -4.2791e-05, -3.6390e-04,  5.5511e-04, -5.1158e-05, -4.3505e-04,  6.1320e-04,
29-Jul-2019 23:03:18,  2.4000e+01,  4.5980e+00,         NaN,  6.7650e+00,  1.1000e-01,  7.4502e+03,  3.9780e+02,  1.8578e+00,  1.5090e-01,  1.3044e+00,  1.1632e-01,  1.5561e-01,  1.3451e+00,  1.4644e-01, -5.5977e-05, -4.8388e-04,  5.6402e-04, -9.7678e-05, -8.4436e-04,  4.6482e-04,
